I [../src/deptran/s_main.cc:136] 2023-07-20 15:53:05.819 | PWD : 
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.111 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.111 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.112 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.112 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.112 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.112 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.112 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.115 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.115 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.115 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.115 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.113 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.114 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.115 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.111 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.118 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.117 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.118 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.118 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.116 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.118 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.119 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.119 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.119 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.120 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.120 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.120 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.120 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.121 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.120 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.121 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.122 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.122 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.122 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.122 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.122 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.121 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.123 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.124 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.127 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.127 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.127 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.127 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.125 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.127 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.128 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.129 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.129 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.129 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.128 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.126 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.131 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.131 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.132 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.133 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.132 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.133 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.133 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.134 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.134 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.133 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.134 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.130 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.135 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.134 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.135 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.136 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.135 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.136 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.135 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.136 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.137 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.136 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.135 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.137 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.137 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.137 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.137 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.138 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.139 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.141 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.143 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.143 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.144 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.140 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.142 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.144 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.145 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.146 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.145 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.146 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.144 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.147 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.147 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.146 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.147 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.147 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.147 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.148 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.148 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.148 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.149 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.150 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.149 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.149 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.149 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.149 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.150 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.150 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.152 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.152 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.151 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.152 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.153 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.153 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.153 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.154 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.154 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.153 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.154 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.154 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.156 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.156 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.155 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.156 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.156 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.157 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.158 | 1) the client proc id is: 2204130



I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.159 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.160 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.160 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.160 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.159 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:11.161 | 1) the client proc id is: 2204130
